CNES - Recursos Físicos - Ambulatório - Leitos de Repouso e Observação - Brasil
Leitos Repouso/Observação Indif por Município e Ano/mês compet.
Período:Dez/2005, Dez/2006, Dez/2007, Dez/2008, Dez/2009, Dez/2010, Dez/2011, Dez/2012, Dez/2013, Dez/2014, Dez/2015, Dez/2016, Dez/2017, Dez/2018, Dez/2019, Dez/2020
"Município";"2005/Dez";"2006/Dez";"2007/Dez";"2008/Dez";"2009/Dez";"2010/Dez";"2011/Dez";"2012/Dez";"2013/Dez";"2014/Dez";"2015/Dez";"2016/Dez";"2017/Dez";"2018/Dez";"2019/Dez";"2020/Dez"
"280150 Carmópolis";4;4;3;3;3;-;-;-;-;-;1;1;1;1;1;1
"280160 Cedro de São João";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280170 Cristinápolis";1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280190 Cumbe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280200 Divina Pastora";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280210 Estância";2;2;2;2;2;2;2;2;2;2;-;-;-;-;-;-
"280220 Feira Nova";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"280230 Frei Paulo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280240 Gararu";7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7
"280250 General Maynard";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"280260 Gracho Cardoso";-;-;-;-;-;-;-;2;2;2;2;2;2;2;2;2
"280270 Ilha das Flores";8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8
"280280 Indiaroba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280290 Itabaiana";3;3;4;4;4;4;4;4;4;4;3;3;3;3;3;3
"280300 Itabaianinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280310 Itabi";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"280320 Itaporanga d'Ajuda";-;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"280330 Japaratuba";2;2;2;2;2;2;2;2;-;-;-;-;-;-;-;-
"280340 Japoatã";1;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-
"280350 Lagarto";8;8;8;8;8;14;14;15;15;15;15;15;15;15;15;15
"280360 Laranjeiras";-;-;-;2;2;2;2;2;2;2;2;2;2;2;2;-
"280370 Macambira";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"280380 Malhada dos Bois";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"280390 Malhador";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280400 Maruim";2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"280410 Moita Bonita";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"280420 Monte Alegre de Sergipe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280430 Muribeca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280440 Neópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"280445 Nossa Senhora Aparecida";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280450 Nossa Senhora da Glória";3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2
"280460 Nossa Senhora das Dores";1;-;1;-;-;-;-;-;4;4;4;4;4;4;4;4
"280470 Nossa Senhora de Lourdes";5;5;3;3;3;3;3;3;3;3;3;3;3;3;7;7
"280480 Nossa Senhora do Socorro";8;8;8;8;8;9;9;9;9;9;9;9;9;9;9;9
"280490 Pacatuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280500 Pedra Mole";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2
"280510 Pedrinhas";-;-;-;5;5;5;5;3;3;3;3;3;3;3;3;3
"280520 Pinhão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"280530 Pirambu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280540 Poço Redondo";8;8;8;7;7;7;7;7;7;7;7;7;7;8;8;9
"280550 Poço Verde";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"280560 Porto da Folha";2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280570 Propriá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280580 Riachão do Dantas";4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5
"280590 Riachuelo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280600 Ribeirópolis";8;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-
"280610 Rosário do Catete";-;-;1;1;1;1;1;1;1;1;-;-;-;-;-;-
"280620 Salgado";-;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1
"280630 Santa Luzia do Itanhy";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280650 Santa Rosa de Lima";3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"280640 Santana do São Francisco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280660 Santo Amaro das Brotas";2;2;2;2;2;2;2;2;2;2;3;3;3;3;2;2
"280670 São Cristóvão";5;5;5;5;7;7;7;19;19;19;19;19;19;19;19;19
"280680 São Domingos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280690 São Francisco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280700 São Miguel do Aleixo";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"280710 Simão Dias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"280720 Siriri";6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"280730 Telha";4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"280740 Tobias Barreto";1;1;1;1;1;1;1;1;1;1;1;6;6;6;6;6
"280750 Tomar do Geru";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"280760 Umbaúba";3;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-
"280000 Município ignorado - SE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290010 Abaíra";2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4
"290020 Abaré";1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2
"290030 Acajutiba";1;3;4;1;1;2;3;3;3;3;3;3;3;3;3;3
"290035 Adustina";-;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15
"290040 Água Fria";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"290060 Aiquara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290070 Alagoinhas";22;22;16;17;18;18;17;17;21;19;19;19;19;19;19;19
"290080 Alcobaça";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290090 Almadina";4;4;-;-;4;4;4;4;4;4;4;4;4;4;4;4
"290100 Amargosa";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"290110 Amélia Rodrigues";3;3;7;7;7;7;6;7;7;7;7;7;7;7;7;7
"290115 América Dourada";2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3
"290120 Anagé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290130 Andaraí";10;8;8;10;11;11;11;11;11;11;11;11;11;11;11;11
"290135 Andorinha";3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
"290140 Angical";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290150 Anguera";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290160 Antas";-;-;-;-;-;-;-;-;2;2;2;2;2;2;2;2
"290170 Antônio Cardoso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290180 Antônio Gonçalves";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"290190 Aporá";13;11;11;11;11;11;10;10;10;10;10;8;10;11;11;11
"290195 Apuarema";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"290205 Araças";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290200 Aracatu";4;6;6;6;4;4;4;4;4;4;4;4;4;4;4;4
"290210 Araci";8;7;5;5;5;5;5;5;5;5;7;7;7;7;7;6
"290220 Aramari";5;5;2;2;2;2;2;2;2;2;2;2;2;2;2;3
"290225 Arataca";5;11;8;8;8;8;8;8;8;8;8;8;8;8;8;8
"290230 Aratuípe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290240 Aurelino Leal";-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;3
"290250 Baianópolis";1;-;-;-;2;2;2;2;2;2;2;2;2;2;2;2
"290260 Baixa Grande";-;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2
"290265 Banzaê";1;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"290270 Barra";2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290280 Barra da Estiva";-;2;5;7;7;7;7;7;7;7;7;7;7;7;7;7
"290290 Barra do Choça";-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"290300 Barra do Mendes";6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290310 Barra do Rocha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290320 Barreiras";5;5;5;5;5;5;4;3;4;4;4;3;6;6;10;14
"290323 Barro Alto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290330 Barro Preto";-;-;-;2;2;2;2;2;2;2;2;2;2;3;3;3
"290327 Barrocas";6;7;7;7;7;7;7;7;7;7;7;7;7;6;6;6
"290340 Belmonte";-;-;-;2;2;2;2;2;2;2;2;2;2;2;2;-
"290350 Belo Campo";4;4;4;6;6;6;6;6;6;6;6;6;6;6;6;6
"290360 Biritinga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290370 Boa Nova";-;-;-;-;-;-;-;-;-;2;2;2;1;1;-;-
"290380 Boa Vista do Tupim";-;-;2;2;2;2;2;-;-;-;-;-;-;-;-;3
"290390 Bom Jesus da Lapa";3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2
"290395 Bom Jesus da Serra";-;-;1;1;2;2;2;2;2;2;2;2;2;2;2;2
"290400 Boninal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290405 Bonito";-;-;-;-;1;1;1;1;1;1;1;1;1;1;1;2
"290410 Boquira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290420 Botuporã";5;5;5;5;7;7;7;5;5;5;5;5;5;-;-;-
"290430 Brejões";2;4;-;2;2;2;2;2;2;2;2;2;2;2;2;2
"290440 Brejolândia";3;8;3;3;3;3;3;3;3;3;-;-;-;-;-;-
"290450 Brotas de Macaúbas";3;-;3;3;3;3;3;3;3;3;3;3;3;3;3;2
"290460 Brumado";2;2;2;7;7;7;7;8;8;8;8;8;8;8;8;8
"290470 Buerarema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290475 Buritirama";1;3;-;-;-;-;-;3;3;3;3;3;3;3;3;3
"290480 Caatiba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"290485 Cabaceiras do Paraguaçu";4;4;7;7;7;8;8;8;8;8;8;8;8;8;8;8
"290490 Cachoeira";2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4
"290500 Caculé";6;2;12;12;12;12;12;12;12;14;12;12;12;14;14;20
"290510 Caém";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"290515 Caetanos";-;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9
"290520 Caetité";1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1
"290530 Cafarnaum";1;-;-;1;1;1;1;1;1;1;1;1;1;1;1;3
"290540 Cairu";3;-;3;3;6;6;6;6;6;6;6;6;6;6;6;6
"290550 Caldeirão Grande";3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"290560 Camacan";2;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3
"290570 Camaçari";23;23;23;25;27;27;27;27;27;27;25;23;23;23;5;5
"290580 Camamu";2;2;2;2;2;2;2;2;2;3;3;3;5;5;5;5
"290590 Campo Alegre de Lourdes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290600 Campo Formoso";1;8;8;8;8;8;8;10;10;10;10;10;10;10;10;11
"290610 Canápolis";4;-;4;4;4;4;4;4;4;4;6;6;6;6;6;7
"290620 Canarana";1;-;1;1;1;1;1;1;1;1;1;1;1;1;1;2
"290630 Canavieiras";2;2;2;2;2;2;2;-;-;-;-;-;-;-;-;-
"290640 Candeal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290650 Candeias";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290660 Candiba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"290670 Cândido Sales";-;-;1;-;-;-;-;-;-;-;-;1;1;1;1;3
"290680 Cansanção";1;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5
"290682 Canudos";1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2
"290685 Capela do Alto Alegre";2;4;4;4;5;5;5;5;5;5;5;6;-;2;2;2
"290687 Capim Grosso";-;-;16;16;16;16;16;16;16;16;16;16;16;16;16;21
"290689 Caraíbas";-;-;-;-;-;2;2;2;2;2;1;1;1;1;1;1
"290690 Caravelas";3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4
"290700 Cardeal da Silva";2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"290710 Carinhanha";-;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"290720 Casa Nova";1;5;4;4;4;4;5;5;4;4;4;4;4;4;4;5
"290730 Castro Alves";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290740 Catolândia";-;-;4;4;4;1;1;1;4;4;4;4;4;4;4;4
"290750 Catu";2;2;2;2;2;2;2;2;2;2;5;5;5;5;5;5
"290755 Caturama";4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290760 Central";2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"290770 Chorrochó";-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"290780 Cícero Dantas";-;1;1;1;1;1;1;1;1;1;1;1;4;4;4;5
"290790 Cipó";3;3;2;2;2;4;4;4;4;4;4;4;4;4;6;6
"290800 Coaraci";-;-;-;2;3;3;3;3;3;3;3;3;3;3;3;3
"290810 Cocos";2;-;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"290820 Conceição da Feira";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5
"290830 Conceição do Almeida";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"290840 Conceição do Coité";9;6;4;11;11;11;11;11;13;10;10;10;10;10;10;10
"290850 Conceição do Jacuípe";2;-;-;-;-;-;-;-;-;-;1;1;1;12;11;12
"290860 Conde";6;7;10;10;10;11;11;11;11;11;11;11;11;11;11;11
"290870 Condeúba";-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
"290880 Contendas do Sincorá";4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290890 Coração de Maria";6;7;7;7;7;7;7;7;7;7;7;7;7;7;7;8
"290900 Cordeiros";-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290910 Coribe";4;1;1;3;3;3;3;3;3;3;3;3;3;3;3;5
"290920 Coronel João Sá";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"290930 Correntina";2;2;3;6;6;6;6;6;6;6;6;6;6;6;6;6
"290940 Cotegipe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290950 Cravolândia";1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"290960 Crisópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"290970 Cristópolis";-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-
"290980 Cruz das Almas";-;-;-;1;2;2;2;4;4;4;4;4;4;4;4;7
"290990 Curaçá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291000 Dário Meira";-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291005 Dias d'Ávila";1;2;1;4;3;3;3;3;3;3;3;3;7;7;9;9
"291010 Dom Basílio";17;15;17;10;10;10;10;10;8;9;9;9;9;9;9;9
"291020 Dom Macedo Costa";6;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"291030 Elísio Medrado";-;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2
"291040 Encruzilhada";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"291050 Entre Rios";8;11;11;10;10;10;10;11;11;11;11;10;9;9;8;8
"290050 Érico Cardoso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291060 Esplanada";10;9;11;12;12;12;12;12;12;12;11;12;12;12;12;12
"291070 Euclides da Cunha";10;10;11;13;6;6;6;6;6;16;16;13;13;13;13;13
"291072 Eunápolis";13;16;12;12;12;11;11;11;11;11;11;14;16;16;16;12
"291075 Fátima";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291077 Feira da Mata";14;9;9;14;18;18;18;18;18;18;18;18;14;14;14;14
"291080 Feira de Santana";34;56;66;74;80;85;90;102;108;123;116;116;117;110;74;114
"291085 Filadélfia";2;2;5;6;6;6;8;8;6;6;6;6;6;6;6;6
"291090 Firmino Alves";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3
"291100 Floresta Azul";4;-;-;3;33;33;-;-;-;-;-;-;-;-;-;-
"291110 Formosa do Rio Preto";3;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4
"291120 Gandu";3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"291125 Gavião";-;-;-;-;-;-;-;4;4;4;4;4;2;2;2;2
"291130 Gentio do Ouro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291140 Glória";1;-;2;3;6;6;6;6;6;7;7;7;7;7;6;8
"291150 Gongogi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291160 Governador Mangabeira";8;12;6;6;8;8;8;8;8;8;8;8;8;8;8;9
"291165 Guajeru";-;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2
"291170 Guanambi";9;9;10;10;11;16;16;16;18;21;21;25;25;28;28;32
"291180 Guaratinga";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"291185 Heliópolis";-;-;3;3;3;3;3;3;3;3;3;3;3;3;3;5
"291190 Iaçu";12;11;11;10;10;10;10;10;10;10;10;10;10;10;8;9
"291200 Ibiassucê";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291210 Ibicaraí";2;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-
"291220 Ibicoara";8;10;11;12;6;6;5;5;7;7;7;8;11;11;11;11
"291230 Ibicuí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291240 Ibipeba";4;4;6;6;6;6;6;6;6;6;6;6;6;6;6;6
"291250 Ibipitanga";-;-;-;-;-;-;-;-;-;-;-;1;1;1;1;3
"291260 Ibiquera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"291270 Ibirapitanga";3;-;1;6;6;6;6;6;6;6;6;6;6;6;6;6
"291280 Ibirapuã";-;-;-;-;-;-;-;-;-;-;-;-;3;3;3;5
"291290 Ibirataia";-;2;2;2;1;1;1;1;1;2;2;2;3;3;3;3
"291300 Ibitiara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291310 Ibititá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291320 Ibotirama";4;6;7;8;8;8;8;8;8;8;7;7;7;7;7;7
"291330 Ichu";-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"291340 Igaporã";5;5;5;5;8;8;8;8;8;8;8;8;8;8;8;8
"291345 Igrapiúna";-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;3
"291350 Iguaí";5;3;3;4;4;4;4;4;4;1;1;1;1;1;1;1
"291360 Ilhéus";4;6;6;6;9;9;14;14;14;28;22;26;32;32;32;32
"291370 Inhambupe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"291380 Ipecaetá";3;8;7;8;8;8;8;8;8;10;10;10;8;8;7;8
"291390 Ipiaú";3;-;-;2;2;2;2;2;2;2;2;2;2;2;1;7
"291400 Ipirá";2;6;7;11;12;12;12;12;12;12;12;10;10;7;11;12
"291410 Ipupiara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"291420 Irajuba";3;7;7;3;3;3;3;3;3;3;3;3;3;3;3;3
"291430 Iramaia";1;7;4;1;1;1;1;1;1;1;-;-;-;-;-;-
"291440 Iraquara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"291450 Irará";1;1;2;2;2;2;2;2;2;2;4;8;8;8;8;8
"291460 Irecê";2;2;-;-;-;2;2;4;4;6;6;6;6;8;10;10
"291465 Itabela";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291470 Itaberaba";3;3;3;3;10;10;10;10;10;10;10;11;11;11;11;11
"291480 Itabuna";30;30;31;31;39;39;30;30;29;29;29;49;50;51;51;53
"291490 Itacaré";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"291500 Itaeté";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"291510 Itagi";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291520 Itagibá";1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291530 Itagimirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291535 Itaguaçu da Bahia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291540 Itaju do Colônia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"291550 Itajuípe";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291560 Itamaraju";-;3;-;-;-;-;-;-;2;2;2;2;2;2;2;3
"291570 Itamari";4;4;4;4;2;2;2;2;2;2;2;2;2;2;2;2
"291580 Itambé";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"291590 Itanagra";2;2;2;4;4;4;4;4;6;6;6;6;6;6;6;6
"291600 Itanhém";1;1;-;1;2;2;2;2;2;2;3;3;3;3;3;5
"291610 Itaparica";5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"291620 Itapé";8;5;8;7;7;7;7;7;7;7;8;4;4;4;4;5
"291630 Itapebi";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"291640 Itapetinga";-;5;6;6;6;5;4;10;10;6;6;5;6;6;6;6
"291650 Itapicuru";3;3;3;3;3;3;3;-;-;-;-;-;-;-;-;-
"291660 Itapitanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291670 Itaquara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291680 Itarantim";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"291685 Itatim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291690 Itiruçu";4;-;-;4;4;4;4;4;4;4;4;4;4;4;4;4
"291700 Itiúba";-;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"291710 Itororó";-;-;-;-;-;1;1;1;1;1;1;1;1;1;1;1
"291720 Ituaçu";2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3
"291730 Ituberá";1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"291733 Iuiú";-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6
"291735 Jaborandi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"291740 Jacaraci";4;3;3;5;5;5;5;5;4;4;4;4;4;5;5;7
"291750 Jacobina";1;5;5;44;44;46;50;50;51;51;49;49;50;49;53;51
"291760 Jaguaquara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291770 Jaguarari";2;1;-;-;-;-;1;1;1;1;1;1;1;1;1;1
"291780 Jaguaripe";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291790 Jandaíra";2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-
"291800 Jequié";10;12;12;12;12;12;12;12;12;18;13;17;17;17;17;19
"291810 Jeremoabo";3;3;-;-;1;1;1;1;1;1;1;1;1;1;1;4
"291820 Jiquiriçá";2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291830 Jitaúna";4;4;4;4;7;7;7;7;3;3;3;3;3;3;3;3
"291835 João Dourado";4;-;4;4;4;4;4;4;4;4;4;4;4;4;4;6
"291840 Juazeiro";9;7;9;9;9;16;15;18;18;17;15;15;15;15;21;14
"291845 Jucuruçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291850 Jussara";-;-;-;-;-;1;1;3;3;3;3;3;3;3;3;5
"291855 Jussari";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291860 Jussiape";4;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3
"291870 Lafaiete Coutinho";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"291875 Lagoa Real";3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"291880 Laje";3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"291890 Lajedão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"291900 Lajedinho";-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
"291905 Lajedo do Tabocal";5;3;5;5;2;5;5;5;5;5;5;5;5;5;5;3
"291910 Lamarão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291915 Lapão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"291920 Lauro de Freitas";13;13;14;19;20;22;26;49;50;75;75;99;124;84;84;75
"291930 Lençóis";-;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1
"291940 Licínio de Almeida";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291950 Livramento de Nossa Senhora";-;4;4;7;7;7;7;7;7;7;7;7;7;7;7;7
"291955 Luís Eduardo Magalhães";6;8;11;11;4;9;8;20;18;18;32;32;12;12;12;10
"291960 Macajuba";1;-;3;3;4;4;4;4;4;4;4;4;4;4;4;4
"291970 Macarani";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291980 Macaúbas";-;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3
"291990 Macururé";-;2;2;2;2;2;2;2;2;2;2;2;-;-;-;-
"291992 Madre de Deus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"291995 Maetinga";6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;11
"292000 Maiquinique";2;-;2;2;2;2;2;2;2;2;2;2;2;2;2;2
"292010 Mairi";2;14;12;12;12;12;12;12;12;12;12;12;12;12;12;13
"292020 Malhada";-;-;2;2;2;5;5;5;5;5;5;5;5;5;5;7
"292030 Malhada de Pedras";3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3
"292040 Manoel Vitorino";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"292045 Mansidão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"292050 Maracás";-;-;-;4;4;4;4;4;4;4;4;4;4;4;4;4
"292060 Maragogipe";-;6;1;1;1;5;5;6;6;6;2;2;2;2;2;6
"292070 Maraú";2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"292080 Marcionílio Souza";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"292090 Mascote";15;15;15;15;15;15;15;15;15;8;8;8;8;8;8;10
"292100 Mata de São João";14;1;1;4;4;4;4;4;4;4;3;3;3;3;3;3
