CNES - Recursos Humanos - Profissionais - Indivíduos - segundo CBO 1994 - Brasil
Quantidade por Município e Ano/mês compet.
Médicos: 06141-De saúde da família
Período:Dez/2005, Dez/2006
"Município";"2005/Dez";"2006/Dez"
"431844 São Jorge";-;1
"431845 São José das Missões";1;1
"431848 São José do Hortêncio";-;1
"431870 São Leopoldo";1;3
"431880 São Lourenço do Sul";3;1
"431900 São Marcos";2;5
"431910 São Martinho";1;-
"431912 São Martinho da Serra";1;1
"431915 São Miguel das Missões";-;1
"431920 São Nicolau";2;1
"431930 São Paulo das Missões";2;1
"431935 São Pedro da Serra";1;1
"431937 São Pedro do Butiá";1;1
"431940 São Pedro do Sul";-;2
"431960 São Sepé";2;4
"431970 São Valentim";-;1
"431971 São Valentim do Sul";1;-
"432000 Sapucaia do Sul";6;6
"432010 Sarandi";1;2
"432020 Seberi";-;1
"432026 Segredo";1;2
"432032 Senador Salgado Filho";1;1
"432050 Sertão";1;-
"432065 Silveira Martins";1;-
"432070 Sobradinho";2;2
"432080 Soledade";4;3
"432085 Tabaí";1;2
"432090 Tapejara";1;2
"432110 Tapes";1;2
"432130 Taquari";1;2
"432140 Tenente Portela";-;1
"432143 Terra de Areia";1;-
"432146 Tio Hugo";1;1
"432149 Toropi";1;1
"432150 Torres";4;3
"432160 Tramandaí";3;3
"432162 Travesseiro";-;1
"432180 Três de Maio";3;3
"432183 Três Forquilhas";1;-
"432185 Três Palmeiras";-;1
"432190 Três Passos";1;1
"432200 Triunfo";3;9
"432210 Tucunduva";1;-
"432215 Tunas";2;1
"432218 Tupanci do Sul";1;-
"432220 Tupanciretã";3;2
"432225 Tupandi";1;-
"432230 Tuparendi";2;2
"432232 Turuçu";-;1
"432235 União da Serra";-;1
"432237 Unistalda";1;1
"432250 Vacaria";3;3
"432253 Vale do Sol";2;2
"432254 Vale Real";-;1
"432252 Vale Verde";1;1
"432255 Vanini";1;1
"432260 Venâncio Aires";1;2
"432270 Vera Cruz";2;2
"432300 Viamão";3;5
"432310 Vicente Dutra";1;1
"432340 Vila Maria";-;1
"432345 Vila Nova do Sul";1;1
"432350 Vista Alegre";1;1
"432370 Vista Gaúcha";1;1
"432375 Vitória das Missões";1;1
"432377 Westfalia";1;1
"432380 Xangri-lá";2;2
"500020 Água Clara";-;3
"500060 Amambai";3;3
"500080 Anaurilândia";1;1
"500090 Antônio João";2;2
"500100 Aparecida do Taboado";2;1
"500110 Aquidauana";1;4
"500150 Bandeirantes";-;2
"500190 Bataguassu";3;2
"500210 Bela Vista";1;3
"500215 Bodoquena";1;1
"500220 Bonito";2;2
"500230 Brasilândia";3;1
"500240 Caarapó";1;1
"500260 Camapuã";3;3
"500270 Campo Grande";36;35
"500290 Cassilândia";1;2
"500310 Corguinho";1;1
"500320 Corumbá";8;8
"500325 Costa Rica";6;6
"500330 Coxim";3;4
"500345 Deodápolis";-;1
"500348 Dois Irmãos do Buriti";2;2
"500350 Douradina";2;2
"500370 Dourados";15;17
"500375 Eldorado";4;4
"500380 Fátima do Sul";2;3
"500390 Figueirão";1;1
"500400 Glória de Dourados";1;-
"500410 Guia Lopes da Laguna";-;1
"500430 Iguatemi";3;3
"500440 Inocência";2;2
"500450 Itaporã";4;2
"500460 Itaquiraí";2;3
"500470 Ivinhema";1;3
"500480 Japorã";1;1
"500500 Jardim";1;1
"500510 Jateí";3;3
"500515 Juti";1;-
"500520 Ladário";1;1
"500560 Miranda";1;1
"500568 Mundo Novo";3;3
"500580 Nioaque";3;3
"500600 Nova Alvorada do Sul";1;2
"500620 Nova Andradina";3;4
"500625 Novo Horizonte do Sul";1;2
"500630 Paranaíba";6;6
"500640 Pedro Gomes";1;1
"500660 Ponta Porã";6;7
"500690 Porto Murtinho";-;2
"500710 Ribas do Rio Pardo";3;3
"500730 Rio Negro";-;2
"500740 Rio Verde de Mato Grosso";4;5
"500750 Rochedo";2;2
"500755 Santa Rita do Pardo";2;1
"500769 São Gabriel do Oeste";6;5
"500780 Selvíria";-;1
"500770 Sete Quedas";-;1
"500790 Sidrolândia";3;4
"500793 Sonora";1;1
"500795 Tacuru";-;1
"500797 Taquarussu";2;1
"500800 Terenos";1;1
"500830 Três Lagoas";7;6
"500840 Vicentina";1;1
"510010 Acorizal";2;1
"510020 Água Boa";3;2
"510025 Alta Floresta";6;7
"510030 Alto Araguaia";3;4
"510040 Alto Garças";3;3
"510050 Alto Paraguai";1;2
"510060 Alto Taquari";1;1
"510080 Apiacás";-;1
"510100 Araguaiana";1;1
"510120 Araguainha";1;1
"510125 Araputanga";2;1
"510130 Arenápolis";1;1
"510140 Aripuanã";3;2
"510170 Barra do Bugres";3;4
"510180 Barra do Garças";8;7
"510185 Bom Jesus do Araguaia";1;1
"510190 Brasnorte";1;2
"510250 Cáceres";7;5
"510260 Campinápolis";-;2
"510263 Campo Novo do Parecis";2;3
"510267 Campo Verde";6;2
"510268 Campos de Júlio";1;1
"510269 Canabrava do Norte";1;1
"510270 Canarana";3;3
"510279 Carlinda";1;2
"510285 Castanheira";2;2
"510300 Chapada dos Guimarães";3;4
"510305 Cláudia";1;3
"510310 Cocalinho";1;1
"510325 Colniza";2;2
"510330 Comodoro";1;3
"510335 Confresa";2;4
"510336 Conquista D'Oeste";1;1
"510337 Cotriguaçu";3;2
"510340 Cuiabá";29;29
"510343 Curvelândia";1;1
"510345 Denise";1;-
"510350 Diamantino";6;3
"510360 Dom Aquino";2;1
"510370 Feliz Natal";1;1
"510380 Figueirópolis D'Oeste";1;1
"510385 Gaúcha do Norte";1;-
"510390 General Carneiro";-;1
"510395 Glória D'Oeste";-;1
"510410 Guarantã do Norte";4;6
"510420 Guiratinga";3;2
"510450 Indiavaí";-;1
"510452 Ipiranga do Norte";-;2
"510460 Itiquira";2;2
"510480 Jaciara";3;3
"510490 Jangada";2;2
"510500 Jauru";2;2
"510510 Juara";1;2
"510515 Juína";4;5
"510517 Juruena";-;1
"510520 Juscimeira";1;2
"510523 Lambari D'Oeste";2;2
"510525 Lucas do Rio Verde";2;5
"510530 Luciara";1;1
"510558 Marcelândia";4;4
"510560 Matupá";1;1
"510590 Nobres";3;3
"510600 Nortelândia";1;-
"510615 Nova Bandeirantes";-;1
"510620 Nova Brasilândia";1;1
"510621 Nova Canaã do Norte";2;2
"510880 Nova Guarita";2;1
"510618 Nova Lacerda";1;1
"510890 Nova Maringá";1;-
"510895 Nova Monte Verde";1;1
"510622 Nova Mutum";3;1
"510617 Nova Nazaré";1;-
"510623 Nova Olímpia";4;-
"510619 Nova Santa Helena";1;1
"510624 Nova Ubiratã";1;-
"510625 Nova Xavantina";6;4
"510627 Novo Horizonte do Norte";1;1
"510626 Novo Mundo";-;1
"510631 Novo Santo Antônio";1;1
"510628 Novo São Joaquim";1;2
"510629 Paranaíta";2;3
"510630 Paranatinga";3;3
"510637 Pedra Preta";2;3
"510642 Peixoto de Azevedo";5;6
"510650 Poconé";1;2
"510670 Ponte Branca";1;1
"510675 Pontes e Lacerda";3;6
"510680 Porto dos Gaúchos";1;-
"510682 Porto Esperidião";2;2
"510685 Porto Estrela";1;2
"510700 Poxoréo";5;5
"510704 Primavera do Leste";3;6
"510706 Querência";1;1
"510715 Reserva do Cabaçal";1;1
"510718 Ribeirão Cascalheira";1;-
"510720 Rio Branco";2;2
"510757 Rondolândia";1;1
"510760 Rondonópolis";16;24
"510770 Rosário Oeste";2;2
"510775 Salto do Céu";1;2
"510724 Santa Carmem";1;1
"510774 Santa Cruz do Xingu";1;1
"510776 Santa Rita do Trivelato";-;1
"510777 Santa Terezinha";1;3
"510780 Santo Antônio do Leverger";3;2
"510785 São Félix do Araguaia";1;1
"510729 São José do Povo";1;1
"510730 São José do Rio Claro";4;5
"510735 São José do Xingu";1;1
"510710 São José dos Quatro Marcos";2;2
"510740 São Pedro da Cipa";1;-
"510787 Sapezal";2;1
"510788 Serra Nova Dourada";1;1
"510790 Sinop";13;12
"510792 Sorriso";12;12
"510794 Tabaporã";1;2
"510795 Tangará da Serra";2;8
"510800 Tapurah";3;-
"510805 Terra Nova do Norte";3;4
"510810 Tesouro";1;1
"510820 Torixoréu";1;2
"510830 União do Sul";2;1
"510835 Vale de São Domingos";1;1
"510840 Várzea Grande";4;8
"510850 Vera";2;2
"510550 Vila Bela da Santíssima Trindade";-;2
"510860 Vila Rica";4;3
"520005 Abadia de Goiás";2;2
"520010 Abadiânia";2;4
"520017 Água Fria de Goiás";1;2
"520025 Águas Lindas de Goiás";14;4
"520030 Alexânia";1;1
"520050 Aloândia";2;1
"520055 Alto Horizonte";1;1
"520060 Alto Paraíso de Goiás";3;3
"520080 Alvorada do Norte";-;2
"520082 Amaralina";-;1
"520110 Anápolis";29;28
"520130 Anicuns";2;4
"520140 Aparecida de Goiânia";13;23
"520145 Aparecida do Rio Doce";-;1
"520170 Aragarças";3;3
"520180 Aragoiânia";1;-
"520215 Araguapaz";3;2
"520260 Aurilândia";1;1
"520280 Avelinópolis";2;-
"520310 Baliza";1;1
"520330 Bela Vista de Goiás";5;5
"520350 Bom Jesus de Goiás";-;1
"520355 Bonfinópolis";-;1
"520357 Bonópolis";1;1
"520380 Britânia";1;1
"520400 Cabeceiras";1;1
"520410 Cachoeira Alta";1;3
"520425 Cachoeira Dourada";1;2
"520430 Caçu";1;-
"520440 Caiapônia";2;1
"520450 Caldas Novas";1;2
"520465 Campinaçu";-;1
"520480 Campo Alegre de Goiás";2;1
"520490 Campos Belos";3;2
"520495 Campos Verdes";1;2
"520520 Caturaí";1;-
"520530 Cavalcante";-;1
"520540 Ceres";-;1
"520545 Cezarina";-;1
"520547 Chapadão do Céu";2;2
"520549 Cidade Ocidental";22;12
"520551 Cocalzinho de Goiás";1;3
"520580 Corumbá de Goiás";2;2
"520590 Corumbaíba";-;2
"520620 Cristalina";4;5
"520640 Crixás";2;2
"520690 Davinópolis";-;1
"520710 Diorama";1;1
"520830 Divinópolis de Goiás";-;2
"520740 Edéia";1;1
"520753 Faina";1;1
"520760 Fazenda Nova";1;-
"520780 Firminópolis";1;-
"520790 Flores de Goiás";3;3
"520800 Formosa";6;7
"520810 Formoso";-;1
"520815 Gameleira de Goiás";-;1
"520840 Goianápolis";2;1
"520860 Goianésia";1;9
"520870 Goiânia";68;70
"520880 Goianira";6;6
"520890 Goiás";3;4
"520910 Goiatuba";5;8
"520970 Hidrolândia";5;5
"520990 Iaciara";1;3
"520993 Inaciolândia";1;2
"520995 Indiara";2;2
"521000 Inhumas";4;5
"521010 Ipameri";2;1
"521020 Iporá";-;1
"521040 Itaberaí";5;4
"521056 Itaguari";-;1
"521060 Itaguaru";-;1
"521080 Itajá";2;2
"521090 Itapaci";6;4
"521100 Itapirapuã";1;-
"521140 Itauçu";1;1
"521150 Itumbiara";7;8
"521170 Jandaia";1;-
"521180 Jaraguá";1;4
"521190 Jataí";3;5
"521210 Joviânia";-;1
"521225 Lagoa Santa";3;-
"521250 Luziânia";6;11
"521270 Mambaí";-;1
"521295 Matrinchã";1;1
"521308 Minaçu";4;5
"521310 Mineiros";1;1
"521380 Morrinhos";7;8
"521400 Mozarlândia";2;3
"521410 Mutunópolis";-;1
"521440 Nazário";2;2
"521450 Nerópolis";7;2
"521460 Niquelândia";4;6
"521480 Nova Aurora";-;1
"521483 Nova Crixás";1;1
"521486 Nova Glória";1;1
"521500 Nova Veneza";-;1
"521523 Novo Gama";16;8
"521530 Orizona";1;3
"521550 Ouvidor";1;-
"521560 Padre Bernardo";3;4
"521570 Palmeiras de Goiás";-;1
"521580 Palmelo";-;1
"521590 Palminópolis";-;1
"521600 Panamá";1;1
"521630 Paranaiguara";3;3
"521640 Paraúna";2;2
"521645 Perolândia";1;1
"521690 Pilar de Goiás";1;1
"521710 Piracanjuba";-;2
"521730 Pirenópolis";-;1
"521740 Pires do Rio";1;3
"521760 Planaltina";27;29
"521800 Porangatu";2;3
"521805 Porteirão";-;1
"521830 Posse";1;2
"521839 Professor Jamil";1;-
"521850 Quirinópolis";5;2
"521860 Rialma";2;2
"521870 Rianápolis";1;1
"521878 Rio Quente";1;-
"521880 Rio Verde";2;5
"521890 Rubiataba";2;-
"521910 Santa Bárbara de Goiás";1;1
"521930 Santa Helena de Goiás";1;-
"521940 Santa Rita do Araguaia";1;1
"521950 Santa Rosa de Goiás";-;1
"521970 Santa Terezinha de Goiás";3;2
"521973 Santo Antônio de Goiás";1;1
"521975 Santo Antônio do Descoberto";24;10
"521980 São Domingos";2;2
"521990 São Francisco de Goiás";3;3
"522000 São João d'Aliança";2;1
"522010 São Luís de Montes Belos";1;1
"522015 São Luíz do Norte";1;1
"522020 São Miguel do Araguaia";-;2
"522028 São Patrício";-;1
"522040 São Simão";3;3
"522045 Senador Canedo";29;19
"522050 Serranópolis";-;1
"522060 Silvânia";3;4
"522070 Sítio d'Abadia";1;1
"522108 Teresina de Goiás";1;1
"522119 Terezópolis de Goiás";-;1
"522140 Trindade";28;18
"522155 Turvelândia";-;1
"522160 Uruaçu";5;9
"522170 Uruana";2;2
"522185 Valparaíso de Goiás";12;16
"522200 Vianópolis";1;1
"522220 Vila Boa";2;1
"522230 Vila Propício";1;1
"530010 Brasília";61;82
"Total";13789;15745
 Fonte: Ministério da Saúde - Cadastro Nacional dos Estabelecimentos de Saúde do Brasil - CNES
