CNES - Recursos Humanos - Ocupações - segundo CBO 1994 - Brasil
Total por Município e Ano/mês compet.
Médicos: 06105-Em geral (clínico geral)
Período:Dez/2005, Dez/2006
"Município";"2005/Dez";"2006/Dez"
"410753 Entre Rios do Oeste";1;2
"410752 Esperança Nova";1;1
"410760 Faxinal";9;8
"410765 Fazenda Rio Grande";-;1
"410770 Fênix";3;3
"410773 Fernandes Pinheiro";1;1
"410775 Figueira";1;1
"410785 Flor da Serra do Sul";1;1
"410780 Floraí";5;5
"410790 Floresta";2;3
"410800 Florestópolis";7;6
"410810 Flórida";2;2
"410820 Formosa do Oeste";3;3
"410830 Foz do Iguaçu";138;119
"410845 Foz do Jordão";3;2
"410832 Francisco Alves";2;5
"410840 Francisco Beltrão";33;38
"410850 General Carneiro";15;8
"410855 Godoy Moreira";8;5
"410860 Goioerê";29;19
"410880 Guaíra";25;23
"410890 Guairaçá";2;1
"410895 Guamiranga";2;2
"410900 Guapirama";2;2
"410920 Guaraci";1;1
"410930 Guaraniaçu";14;15
"410940 Guarapuava";141;141
"410950 Guaraqueçaba";5;5
"410960 Guaratuba";16;18
"410965 Honório Serpa";4;3
"410970 Ibaiti";3;3
"410975 Ibema";4;4
"410980 Ibiporã";17;12
"410990 Icaraíma";6;1
"411000 Iguaraçu";2;2
"411007 Imbaú";2;2
"411010 Imbituva";23;17
"411020 Inácio Martins";6;6
"411030 Inajá";1;1
"411040 Indianópolis";1;2
"411050 Ipiranga";12;8
"411060 Iporã";3;4
"411065 Iracema do Oeste";1;1
"411070 Irati";37;17
"411080 Iretama";3;1
"411090 Itaguajé";4;4
"411095 Itaipulândia";6;7
"411100 Itambaracá";3;3
"411110 Itambé";3;3
"411120 Itapejara d'Oeste";4;3
"411125 Itaperuçu";11;12
"411130 Itaúna do Sul";2;2
"411140 Ivaí";4;3
"411150 Ivaiporã";31;32
"411155 Ivaté";1;1
"411160 Ivatuba";3;1
"411170 Jaboti";4;1
"411180 Jacarezinho";24;27
"411190 Jaguapitã";6;7
"411200 Jaguariaíva";15;11
"411210 Jandaia do Sul";5;6
"411230 Japira";1;3
"411240 Japurá";3;3
"411250 Jardim Alegre";9;6
"411270 Jataizinho";3;3
"411275 Jesuítas";10;11
"411280 Joaquim Távora";11;11
"411290 Jundiaí do Sul";2;2
"411295 Juranda";6;3
"411300 Jussara";1;1
"411310 Kaloré";1;1
"411320 Lapa";30;20
"411325 Laranjal";2;-
"411330 Laranjeiras do Sul";38;32
"411340 Leópolis";1;1
"411342 Lidianópolis";1;1
"411345 Lindoeste";1;4
"411350 Loanda";13;16
"411360 Lobato";1;1
"411370 Londrina";233;257
"411373 Luiziana";1;-
"411375 Lunardelli";7;6
"411390 Mallet";8;8
"411400 Mamborê";1;1
"411410 Mandaguaçu";8;8
"411420 Mandaguari";15;13
"411430 Mandirituba";4;8
"411435 Manfrinópolis";1;-
"411440 Mangueirinha";13;13
"411450 Manoel Ribas";5;4
"411460 Marechal Cândido Rondon";60;61
"411470 Maria Helena";1;1
"411480 Marialva";13;14
"411490 Marilândia do Sul";3;3
"411500 Marilena";3;2
"411510 Mariluz";4;2
"411520 Maringá";163;177
"411530 Mariópolis";7;6
"411535 Maripá";3;3
"411540 Marmeleiro";4;6
"411550 Marumbi";5;5
"411560 Matelândia";14;18
"411570 Matinhos";25;15
"411573 Mato Rico";2;2
"411575 Mauá da Serra";4;3
"411580 Medianeira";26;29
"411585 Mercedes";8;7
"411590 Mirador";1;1
"411600 Miraselva";1;1
"411605 Missal";6;7
"411610 Moreira Sales";1;6
"411620 Morretes";9;16
"411630 Munhoz de Melo";2;5
"411640 Nossa Senhora das Graças";4;4
"411650 Nova Aliança do Ivaí";1;1
"411660 Nova América da Colina";1;1
"411670 Nova Aurora";7;7
"411680 Nova Cantu";4;3
"411690 Nova Esperança";15;8
"411695 Nova Esperança do Sudoeste";2;3
"411700 Nova Fátima";3;3
"411705 Nova Laranjeiras";8;1
"411710 Nova Londrina";7;8
"411720 Nova Olímpia";3;3
"411725 Nova Prata do Iguaçu";9;5
"411721 Nova Santa Bárbara";1;-
"411722 Nova Santa Rosa";10;10
"411727 Nova Tebas";9;9
"411729 Novo Itacolomi";1;1
"411730 Ortigueira";14;14
"411740 Ourizona";2;2
"411745 Ouro Verde do Oeste";4;4
"411750 Paiçandu";6;6
"411760 Palmas";24;19
"411770 Palmeira";33;31
"411780 Palmital";6;5
"411790 Palotina";33;29
"411800 Paraíso do Norte";3;3
"411810 Paranacity";3;-
"411820 Paranaguá";61;81
"411840 Paranavaí";57;55
"411845 Pato Bragado";5;5
"411850 Pato Branco";44;46
"411860 Paula Freitas";3;1
"411870 Paulo Frontin";1;-
"411880 Peabiru";7;7
"411885 Perobal";1;-
"411890 Pérola";5;2
"411900 Pérola d'Oeste";2;2
"411910 Piên";5;5
"411915 Pinhais";56;38
"411920 Pinhalão";9;8
"411930 Pinhão";19;24
"411940 Piraí do Sul";11;21
"411950 Piraquara";30;35
"411960 Pitanga";29;30
"411965 Pitangueiras";1;1
"411970 Planaltina do Paraná";1;1
"411980 Planalto";3;3
"411990 Ponta Grossa";79;101
"411995 Pontal do Paraná";3;-
"412000 Porecatu";4;5
"412010 Porto Amazonas";8;4
"412015 Porto Barreiro";2;-
"412020 Porto Rico";3;3
"412030 Porto Vitória";3;3
"412033 Prado Ferreira";1;1
"412035 Pranchita";3;3
"412040 Presidente Castelo Branco";3;3
"412050 Primeiro de Maio";2;1
"412060 Prudentópolis";55;48
"412070 Quatiguá";7;7
"412080 Quatro Barras";7;3
"412085 Quatro Pontes";1;1
"412090 Quedas do Iguaçu";15;16
"412100 Querência do Norte";2;3
"412110 Quinta do Sol";4;2
"412120 Quitandinha";4;5
"412130 Rancho Alegre";2;2
"412135 Rancho Alegre D'Oeste";1;1
"412140 Realeza";13;12
"412150 Rebouças";3;2
"412160 Renascença";3;2
"412170 Reserva";22;23
"412175 Reserva do Iguaçu";2;1
"412180 Ribeirão Claro";7;7
"412190 Ribeirão do Pinhal";10;8
"412200 Rio Azul";4;4
"412210 Rio Bom";1;1
"412215 Rio Bonito do Iguaçu";3;4
"412217 Rio Branco do Ivaí";1;3
"412220 Rio Branco do Sul";7;6
"412230 Rio Negro";56;62
"412240 Rolândia";15;22
"412250 Roncador";4;3
"412260 Rondon";6;10
"412265 Rosário do Ivaí";4;4
"412270 Sabáudia";3;1
"412280 Salgado Filho";1;-
"412290 Salto do Itararé";3;1
"412300 Salto do Lontra";6;5
"412310 Santa Amélia";2;1
"412320 Santa Cecília do Pavão";3;1
"412330 Santa Cruz de Monte Castelo";5;4
"412340 Santa Fé";4;4
"412350 Santa Helena";29;29
"412360 Santa Inês";2;2
"412370 Santa Isabel do Ivaí";7;4
"412380 Santa Izabel do Oeste";3;2
"412382 Santa Lúcia";4;3
"412385 Santa Maria do Oeste";11;9
"412390 Santa Mariana";4;4
"412395 Santa Mônica";2;2
"412402 Santa Tereza do Oeste";-;2
"412405 Santa Terezinha de Itaipu";13;17
"412400 Santana do Itararé";2;-
"412410 Santo Antônio da Platina";23;25
"412420 Santo Antônio do Caiuá";2;1
"412430 Santo Antônio do Paraíso";1;1
"412440 Santo Antônio do Sudoeste";9;9
"412450 Santo Inácio";2;3
"412460 São Carlos do Ivaí";4;4
"412470 São Jerônimo da Serra";4;4
"412480 São João";4;4
"412500 São João do Ivaí";6;5
"412510 São João do Triunfo";4;4
"412520 São Jorge d'Oeste";14;7
"412530 São Jorge do Ivaí";5;7
"412535 São Jorge do Patrocínio";1;1
"412540 São José da Boa Vista";4;4
"412545 São José das Palmeiras";3;3
"412550 São José dos Pinhais";78;103
"412560 São Mateus do Sul";21;28
"412570 São Miguel do Iguaçu";38;36
"412575 São Pedro do Iguaçu";5;5
"412580 São Pedro do Ivaí";2;3
"412590 São Pedro do Paraná";2;2
"412600 São Sebastião da Amoreira";1;1
"412610 São Tomé";-;1
"412620 Sapopema";2;2
"412625 Sarandi";43;38
"412630 Sengés";13;18
"412635 Serranópolis do Iguaçu";1;1
"412640 Sertaneja";2;4
"412650 Sertanópolis";4;1
"412660 Siqueira Campos";18;18
"412665 Sulina";1;1
"412667 Tamarana";1;3
"412680 Tapejara";12;9
"412690 Tapira";6;4
"412700 Teixeira Soares";3;-
"412710 Telêmaco Borba";60;63
"412720 Terra Boa";9;9
"412730 Terra Rica";7;6
"412740 Terra Roxa";15;15
"412750 Tibagi";19;19
"412760 Tijucas do Sul";12;3
"412770 Toledo";52;54
"412780 Tomazina";11;11
"412785 Três Barras do Paraná";2;2
"412788 Tunas do Paraná";1;-
"412790 Tuneiras do Oeste";6;5
"412795 Tupãssi";10;10
"412796 Turvo";9;5
"412800 Ubiratã";17;14
"412810 Umuarama";55;51
"412820 União da Vitória";118;88
"412830 Uniflor";2;2
"412840 Uraí";8;8
"412853 Ventania";2;3
"412855 Vera Cruz do Oeste";10;10
"412860 Verê";5;2
"412865 Virmond";1;2
"412870 Vitorino";2;3
"412850 Wenceslau Braz";14;13
"420010 Abelardo Luz";3;2
"420020 Agrolândia";6;4
"420030 Agronômica";1;1
"420040 Água Doce";1;1
"420050 Águas de Chapecó";1;1
"420055 Águas Frias";-;1
"420060 Águas Mornas";1;-
"420070 Alfredo Wagner";8;6
"420075 Alto Bela Vista";-;2
"420080 Anchieta";3;1
"420090 Angelina";3;1
"420100 Anita Garibaldi";8;9
"420110 Anitápolis";3;1
"420120 Antônio Carlos";1;-
"420125 Apiúna";8;8
"420127 Arabutã";2;3
"420130 Araquari";16;14
"420140 Araranguá";14;13
"420150 Armazém";3;2
"420160 Arroio Trinta";3;4
"420170 Ascurra";1;1
"420180 Atalanta";1;1
"420190 Aurora";3;1
"420195 Balneário Arroio do Silva";-;1
"420205 Balneário Barra do Sul";4;4
"420200 Balneário Camboriú";55;59
"420207 Balneário Gaivota";3;4
"421280 Balneário Piçarras";5;5
"420208 Bandeirante";2;1
"420209 Barra Bonita";3;1
"420210 Barra Velha";15;13
"420213 Bela Vista do Toldo";-;1
"420215 Belmonte";3;1
"420220 Benedito Novo";13;14
"420230 Biguaçu";7;9
"420240 Blumenau";135;189
"420243 Bocaina do Sul";3;4
"420250 Bom Jardim da Serra";7;5
"420253 Bom Jesus";1;-
"420257 Bom Jesus do Oeste";1;1
"420260 Bom Retiro";7;6
"420245 Bombinhas";6;4
"420270 Botuverá";1;1
"420280 Braço do Norte";5;5
"420285 Braço do Trombudo";8;4
"420287 Brunópolis";2;1
"420290 Brusque";40;44
"420300 Caçador";63;73
"420310 Caibi";5;2
"420315 Calmon";1;4
"420320 Camboriú";9;12
"420330 Campo Alegre";12;11
"420340 Campo Belo do Sul";3;6
"420350 Campo Erê";8;11
"420360 Campos Novos";32;32
"420370 Canelinha";4;4
"420380 Canoinhas";34;36
"420325 Capão Alto";1;1
"420390 Capinzal";21;24
"420395 Capivari de Baixo";4;4
"420400 Catanduvas";3;3
"420410 Caxambu do Sul";2;2
"420415 Celso Ramos";1;1
"420417 Cerro Negro";1;1
"420420 Chapecó";72;69
"420425 Cocal do Sul";1;3
"420430 Concórdia";50;34
"420435 Cordilheira Alta";3;3
"420440 Coronel Freitas";17;4
"420455 Correia Pinto";17;18
"420450 Corupá";6;5
"420460 Criciúma";48;51
"420470 Cunha Porã";10;4
"420475 Cunhataí";2;2
"420480 Curitibanos";32;31
"420490 Descanso";4;-
"420500 Dionísio Cerqueira";5;3
"420515 Doutor Pedrinho";1;1
"420517 Entre Rios";-;2
"420519 Ermo";3;3
"420520 Erval Velho";4;5
"420530 Faxinal dos Guedes";5;4
"420535 Flor do Sertão";1;1
"420540 Florianópolis";163;191
"420543 Formosa do Sul";1;1
"420545 Forquilhinha";5;4
"420550 Fraiburgo";19;20
"420555 Frei Rogério";1;-
"420560 Galvão";1;3
"420570 Garopaba";1;1
"420580 Garuva";5;2
"420590 Gaspar";21;23
"420610 Grão Pará";2;1
"420620 Gravatal";1;1
"420630 Guabiruba";8;6
"420640 Guaraciaba";19;10
"420650 Guaramirim";26;22
"420660 Guarujá do Sul";7;5
"420670 Herval d'Oeste";14;10
"420675 Ibiam";1;1
"420680 Ibicaré";1;1
"420690 Ibirama";9;8
"420700 Içara";12;15
"420710 Ilhota";4;-
"420720 Imaruí";8;8
"420730 Imbituba";19;24
"420750 Indaial";38;26
"420757 Iomerê";1;2
"420760 Ipira";12;5
"420765 Iporã do Oeste";4;1
"420768 Ipuaçu";1;1
"420770 Ipumirim";2;1
"420780 Irani";6;4
"420785 Irati";1;1
"420790 Irineópolis";3;5
"420800 Itá";8;7
"420810 Itaiópolis";28;21
"420820 Itajaí";72;72
"420830 Itapema";10;10
"420840 Itapiranga";17;6
"420845 Itapoá";7;-
"420850 Ituporanga";5;5
"420860 Jaborá";4;3
"420870 Jacinto Machado";4;4
"420880 Jaguaruna";4;5
"420890 Jaraguá do Sul";77;67
"420895 Jardinópolis";1;1
"420900 Joaçaba";17;21
"420910 Joinville";252;300
"420917 Jupiá";1;-
"420930 Lages";80;66
"420940 Laguna";8;9
"420945 Lajeado Grande";-;1
"420950 Laurentino";3;3
"420960 Lauro Muller";2;3
"420970 Lebon Régis";-;2
"420985 Lindóia do Sul";3;3
"420990 Lontras";2;3
"421000 Luiz Alves";4;-
"421003 Luzerna";5;5
"421010 Mafra";33;22
"421030 Major Vieira";5;2
"421040 Maracajá";-;1
"421050 Maravilha";5;4
"421060 Massaranduba";5;6
"421070 Matos Costa";5;2
"421080 Meleiro";6;8
"421085 Mirim Doce";2;2
"421090 Modelo";3;2
"421100 Mondaí";8;4
"421105 Monte Carlo";2;1
"421110 Monte Castelo";4;3
"421120 Morro da Fumaça";14;15
"421125 Morro Grande";3;3
"421130 Navegantes";13;12
"421140 Nova Erechim";3;3
"421145 Nova Itaberaba";1;1
"421150 Nova Trento";5;3
"421160 Nova Veneza";24;25
"421165 Novo Horizonte";1;1
"421170 Orleans";6;6
"421175 Otacílio Costa";10;6
"421180 Ouro";-;3
"421185 Ouro Verde";1;-
"421187 Paial";1;1
"421189 Painel";1;1
"421190 Palhoça";34;40
"421200 Palma Sola";9;4
"421205 Palmeira";3;3
"421210 Palmitos";19;23
"421220 Papanduva";13;11
"421223 Paraíso";1;2
"421225 Passo de Torres";5;5
"421227 Passos Maia";1;1
"421230 Paulo Lopes";1;2
"421240 Pedras Grandes";11;6
"421250 Penha";6;8
"421260 Peritiba";2;2
"421270 Petrolândia";6;3
"421290 Pinhalzinho";8;8
"421300 Pinheiro Preto";1;1
"421310 Piratuba";2;2
"421315 Planalto Alegre";1;1
"421320 Pomerode";11;14
"421330 Ponte Alta";5;5
"421340 Ponte Serrada";6;4
"421350 Porto Belo";4;4
"421360 Porto União";35;31
"421370 Pouso Redondo";7;4
"421380 Praia Grande";6;7
"421390 Presidente Castello Branco";1;1
"421400 Presidente Getúlio";15;16
"421415 Princesa";1;-
"421420 Quilombo";6;3
"421430 Rancho Queimado";3;2
"421440 Rio das Antas";6;-
"421450 Rio do Campo";4;2
"421460 Rio do Oeste";5;5
"421480 Rio do Sul";50;57
"421470 Rio dos Cedros";7;7
"421490 Rio Fortuna";1;3
"421500 Rio Negrinho";35;36
"421505 Rio Rufino";1;1
"421507 Riqueza";1;2
"421510 Rodeio";15;10
"421520 Romelândia";1;1
"421530 Salete";2;2
"421540 Salto Veloso";2;3
"421545 Sangão";1;1
"421550 Santa Cecília";14;22
"421555 Santa Helena";1;1
"421565 Santa Rosa do Sul";5;5
"421567 Santa Terezinha";1;1
"421568 Santa Terezinha do Progresso";1;-
"421569 Santiago do Sul";1;1
"421570 Santo Amaro da Imperatriz";11;10
"421580 São Bento do Sul";41;56
"421575 São Bernardino";1;1
"421590 São Bonifácio";1;1
"421600 São Carlos";6;6
"421605 São Cristovão do Sul";1;2
"421610 São Domingos";3;2
"421620 São Francisco do Sul";26;27
"421630 São João Batista";8;1
"421635 São João do Itaperiú";10;13
"421625 São João do Oeste";4;3
"421640 São João do Sul";5;5
"421650 São Joaquim";3;4
"421660 São José";54;52
"421670 São José do Cedro";3;4
"421680 São José do Cerrito";3;4
"421690 São Lourenço do Oeste";22;11
"421700 São Ludgero";3;1
"421710 São Martinho";1;1
"421715 São Miguel da Boa Vista";1;1
"421720 São Miguel do Oeste";50;37
"421725 São Pedro de Alcântara";5;5
"421730 Saudades";2;4
"421740 Schroeder";6;6
"421750 Seara";19;16
"421755 Serra Alta";2;-
"421760 Siderópolis";5;5
"421770 Sombrio";9;12
"421775 Sul Brasil";1;1
"421780 Taió";9;9
"421790 Tangará";8;8
"421795 Tigrinhos";2;1
"421800 Tijucas";19;20
"421810 Timbé do Sul";3;4
"421820 Timbó";17;22
"421825 Timbó Grande";4;4
"421830 Três Barras";10;11
"421835 Treviso";1;1
"421840 Treze de Maio";3;-
"421850 Treze Tílias";4;4
"421860 Trombudo Central";9;9
"421870 Tubarão";40;43
"421875 Tunápolis";14;9
"421880 Turvo";12;12
"421885 União do Oeste";3;-
"421890 Urubici";6;9
"421895 Urupema";2;1
"421900 Urussanga";11;11
"421910 Vargeão";1;1
"421915 Vargem";1;1
"421917 Vargem Bonita";2;2
"421920 Vidal Ramos";9;6
"421930 Videira";19;14
"421935 Vitor Meireles";6;2
"421940 Witmarsum";-;1
"421950 Xanxerê";19;18
"421960 Xavantina";3;4
"421970 Xaxim";8;10
"421985 Zortéa";-;1
"430003 Aceguá";6;4
"430005 Água Santa";1;1
"430010 Agudo";10;12
"430020 Ajuricaba";3;3
"430030 Alecrim";4;3
"430040 Alegrete";50;56
"430045 Alegria";2;3
"430047 Almirante Tamandaré do Sul";5;5
"430050 Alpestre";2;7
"430055 Alto Alegre";1;1
"430057 Alto Feliz";1;1
"430060 Alvorada";41;43
"430063 Amaral Ferrador";9;9
"430064 Ametista do Sul";3;3
"430066 André da Rocha";1;1
"430070 Anta Gorda";3;8
"430080 Antônio Prado";13;13
"430085 Arambaré";9;9
"430087 Araricá";2;3
"430090 Aratiba";6;7
"430100 Arroio do Meio";6;8
"430107 Arroio do Padre";1;3
"430105 Arroio do Sal";4;4
"430120 Arroio do Tigre";26;35
"430110 Arroio dos Ratos";18;18
"430130 Arroio Grande";36;35
"430140 Arvorezinha";4;4
"430150 Augusto Pestana";12;13
"430155 Áurea";1;1
"430160 Bagé";89;86
"430165 Barão";14;16
"430170 Barão de Cotegipe";6;6
"430175 Barão do Triunfo";-;3
"430187 Barra do Quaraí";2;2
"430190 Barra do Ribeiro";7;2
"430195 Barra Funda";1;1
"430180 Barracão";8;5
"430200 Barros Cassal";5;6
"430205 Benjamin Constant do Sul";1;1
"430210 Bento Gonçalves";40;64
"430215 Boa Vista das Missões";1;1
"430220 Boa Vista do Buricá";6;6
"430223 Boa Vista do Incra";1;1
"430225 Boa Vista do Sul";2;5
"430230 Bom Jesus";7;8
"430235 Bom Princípio";14;13
"430237 Bom Progresso";1;1
"430240 Bom Retiro do Sul";4;7
"430245 Boqueirão do Leão";6;5
"430250 Bossoroca";9;6
"430260 Braga";2;2
"430265 Brochier";4;6
"430270 Butiá";15;10
"430280 Caçapava do Sul";31;38
"430290 Cacequi";19;20
"430300 Cachoeira do Sul";45;47
"430310 Cachoeirinha";28;31
"430320 Cacique Doble";9;9
"430330 Caibaté";6;6
"430340 Caiçara";2;3
"430350 Camaquã";114;123
"430355 Camargo";1;1
"430360 Cambará do Sul";3;2
"430367 Campestre da Serra";3;2
"430370 Campina das Missões";5;4
"430380 Campinas do Sul";4;6
"430390 Campo Bom";51;53
"430400 Campo Novo";7;8
"430410 Campos Borges";3;2
"430420 Candelária";15;16
"430430 Cândido Godói";6;6
"430435 Candiota";12;8
"430440 Canela";20;23
"430450 Canguçu";33;38
"430460 Canoas";70;98
"430461 Canudos do Vale";1;1
"430462 Capão Bonito do Sul";1;1
"430463 Capão da Canoa";21;18
"430465 Capão do Cipó";2;2
"430466 Capão do Leão";18;19
"430468 Capela de Santana";1;1
"430469 Capitão";1;1
"430467 Capivari do Sul";1;1
"430471 Caraá";-;2
"430470 Carazinho";32;30
"430480 Carlos Barbosa";24;24
"430490 Casca";7;7
"430495 Caseiros";2;2
"430500 Catuípe";4;4
"430510 Caxias do Sul";431;412
"430511 Centenário";1;1
"430512 Cerrito";3;3
"430513 Cerro Branco";4;5
"430517 Cerro Grande do Sul";5;5
"430520 Cerro Largo";17;14
"430530 Chapada";5;6
"430535 Charqueadas";6;6
"430537 Charrua";3;2
"430540 Chiapetta";8;8
"430543 Chuí";7;7
"430544 Chuvisca";6;5
"430545 Cidreira";2;3
"430550 Ciríaco";4;4
"430560 Colorado";1;1
"430570 Condor";5;5
"430580 Constantina";15;14
"430583 Coqueiro Baixo";4;4
"430585 Coqueiros do Sul";3;4
"430587 Coronel Barros";2;2
"430590 Coronel Bicaco";14;10
"430593 Coronel Pilar";-;2
"430595 Cotiporã";1;1
"430600 Crissiumal";7;7
"430605 Cristal";10;10
"430610 Cruz Alta";48;53
"430613 Cruzaltense";1;1
"430620 Cruzeiro do Sul";4;9
"430630 David Canabarro";6;6
"430632 Derrubadas";2;1
"430637 Dilermando de Aguiar";2;2
"430640 Dois Irmãos";31;21
"430642 Dois Irmãos das Missões";1;1
"430645 Dois Lajeados";6;8
"430650 Dom Feliciano";11;11
"430660 Dom Pedrito";20;30
"430670 Dona Francisca";3;4
"430673 Doutor Maurício Cardoso";2;2
"430676 Eldorado do Sul";6;29
"430680 Encantado";1;7
"430690 Encruzilhada do Sul";14;14
"430692 Engenho Velho";3;3
"430695 Entre Rios do Sul";1;1
"430693 Entre-Ijuís";5;5
"430697 Erebango";1;1
"430700 Erechim";140;157
"430720 Erval Grande";3;3
"430730 Erval Seco";3;4
"430740 Esmeralda";4;-
"430750 Espumoso";10;10
"430755 Estação";6;4
"430760 Estância Velha";19;22
"430770 Esteio";48;62
"430780 Estrela";8;17
"430781 Estrela Velha";4;3
"430783 Eugênio de Castro";1;1
"430786 Fagundes Varela";4;2
"430790 Farroupilha";31;31
"430800 Faxinal do Soturno";3;3
"430807 Fazenda Vilanova";1;2
"430810 Feliz";10;9
"430820 Flores da Cunha";13;13
"430825 Floriano Peixoto";1;1
"430830 Fontoura Xavier";4;4
"430840 Formigueiro";6;7
"430843 Forquetinha";-;1
"430845 Fortaleza dos Valos";7;7
"430850 Frederico Westphalen";18;21
"430860 Garibaldi";35;24
"430865 Garruchos";3;2
"430870 Gaurama";13;14
"430880 General Câmara";3;1
"430890 Getúlio Vargas";9;11
"430900 Giruá";8;8
"430905 Glorinha";4;-
"430910 Gramado";29;33
"430915 Gramado Xavier";1;1
"430920 Gravataí";70;69
"430925 Guabiju";4;4
"430930 Guaíba";48;52
"430940 Guaporé";16;17
"430950 Guarani das Missões";15;15
"430955 Harmonia";-;2
"430710 Herval";5;3
"430957 Herveiras";1;1
"430960 Horizontina";13;13
"430965 Hulha Negra";1;1
"430970 Humaitá";4;5
"430975 Ibarama";1;1
"430980 Ibiaçá";3;3
"430990 Ibiraiaras";2;1
"431000 Ibirubá";32;29
"431010 Igrejinha";20;20
"431020 Ijuí";36;41
"431030 Ilópolis";4;4
"431033 Imbé";4;4
"431036 Imigrante";1;1
"431040 Independência";8;5
"431043 Ipê";6;6
"431050 Iraí";10;12
"431053 Itaara";2;3
"431055 Itacurubi";1;2
"431060 Itaqui";27;34
"431065 Itati";-;1
"431070 Itatiba do Sul";5;5
"431075 Ivorá";4;6
"431080 Ivoti";19;22
"431085 Jaboticaba";4;5
"431087 Jacuizinho";1;1
"431090 Jacutinga";6;7
"431100 Jaguarão";23;26
"431110 Jaguari";14;15
"431112 Jaquirana";5;3
"431113 Jari";1;1
"431115 Jóia";8;9
"431120 Júlio de Castilhos";24;25
"431123 Lagoa Bonita do Sul";2;2
"431127 Lagoa dos Três Cantos";1;1
"431130 Lagoa Vermelha";17;14
"431125 Lagoão";2;2
"431140 Lajeado";29;43
"431150 Lavras do Sul";7;8
"431162 Lindolfo Collor";2;-
"431164 Linha Nova";1;1
"431170 Machadinho";2;3
"431175 Manoel Viana";2;2
"431177 Maquiné";3;8
"431179 Maratá";1;4
"431180 Marau";38;40
"431190 Marcelino Ramos";6;6
"431198 Mariana Pimentel";3;4
"431200 Mariano Moro";2;2
"431205 Marques de Souza";1;2
"431210 Mata";9;9
"431213 Mato Castelhano";1;1
"431215 Mato Leitão";4;4
"431220 Maximiliano de Almeida";1;2
"431225 Minas do Leão";5;3
"431230 Miraguaí";2;2
"431235 Montauri";1;1
"431237 Monte Alegre dos Campos";3;3
"431240 Montenegro";47;47
"431242 Mormaço";2;1
"431244 Morrinhos do Sul";1;5
"431245 Morro Redondo";6;3
"431247 Morro Reuter";1;4
"431250 Mostardas";18;10
"431260 Muçum";6;8
"431262 Muliterno";1;1
"431265 Não-Me-Toque";19;20
"431267 Nicolau Vergueiro";2;1
"431270 Nonoai";11;13
"431275 Nova Alvorada";2;2
"431280 Nova Araçá";2;2
"431290 Nova Bassano";7;7
"431295 Nova Boa Vista";2;1
"431300 Nova Bréscia";5;3
"431301 Nova Candelária";1;1
"431303 Nova Esperança do Sul";1;1
"431306 Nova Hartz";13;21
"431308 Nova Pádua";2;2
"431310 Nova Palma";8;8
"431320 Nova Petrópolis";14;18
"431330 Nova Prata";15;11
"431335 Nova Roma do Sul";1;1
"431337 Nova Santa Rita";19;9
"431349 Novo Barreiro";1;1
"431340 Novo Hamburgo";195;145
"431350 Osório";23;32
"431360 Paim Filho";3;4
"431365 Palmares do Sul";6;6
"431370 Palmeira das Missões";26;26
"431380 Palmitinho";3;4
"431390 Panambi";19;22
"431395 Pantano Grande";9;11
"431400 Paraí";7;7
"431402 Paraíso do Sul";1;1
"431403 Pareci Novo";5;6
"431405 Parobé";24;10
"431407 Passo do Sobrado";1;-
"431410 Passo Fundo";146;234
"431415 Paverama";7;5
"431417 Pedras Altas";6;6
"431420 Pedro Osório";6;4
"431430 Pejuçara";6;8
"431440 Pelotas";436;478
"431442 Picada Café";5;4
"431445 Pinhal";1;1
"431446 Pinhal da Serra";1;1
"431447 Pinhal Grande";7;6
"431449 Pinheirinho do Vale";1;1
"431450 Pinheiro Machado";21;21
"431455 Pirapó";2;2
"431460 Piratini";13;23
"431470 Planalto";5;5
"431475 Poço das Antas";1;1
"431477 Pontão";1;1
"431478 Ponte Preta";2;2
"431480 Portão";9;32
"431490 Porto Alegre";1057;1075
"431500 Porto Lucena";4;4
"431505 Porto Mauá";2;2
"431507 Porto Vera Cruz";2;2
"431510 Porto Xavier";11;12
"431513 Pouso Novo";1;2
"431514 Presidente Lucena";-;2
"431515 Progresso";1;4
"431517 Protásio Alves";3;3
"431520 Putinga";2;4
"431530 Quaraí";11;17
"431532 Quevedos";1;1
"431535 Quinze de Novembro";6;3
"431540 Redentora";4;3
"431545 Relvado";2;2
"431550 Restinga Seca";12;16
"431555 Rio dos Índios";2;2
"431560 Rio Grande";103;106
"431570 Rio Pardo";32;33
"431575 Riozinho";2;2
"431580 Roca Sales";3;5
"431590 Rodeio Bonito";10;11
"431595 Rolador";1;1
"431600 Rolante";16;19
"431610 Ronda Alta";27;15
"431620 Rondinha";5;4
"431630 Roque Gonzales";12;12
"431640 Rosário do Sul";40;59
"431643 Saldanha Marinho";11;11
"431645 Salto do Jacuí";15;16
"431647 Salvador das Missões";1;1
"431650 Salvador do Sul";8;10
"431660 Sananduva";11;10
"431710 Sant'Ana do Livramento";30;38
"431670 Santa Bárbara do Sul";14;15
"431673 Santa Cecília do Sul";-;1
"431675 Santa Clara do Sul";1;4
"431680 Santa Cruz do Sul";49;56
"431697 Santa Margarida do Sul";-;1
"431690 Santa Maria";238;258
"431695 Santa Maria do Herval";2;7
"431720 Santa Rosa";27;26
"431725 Santa Tereza";3;3
"431730 Santa Vitória do Palmar";24;21
